Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Subcellular location [CC]
P57744	reviewed	TIM8_YEAST	Mitochondrial import inner membrane translocase subunit TIM8	TIM8 YJR135W-A YJR135BW	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	87	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000269|PubMed:10397776, ECO:0000269|PubMed:10469659, ECO:0000269|PubMed:16823961}; Peripheral membrane protein {ECO:0000269|PubMed:10397776, ECO:0000269|PubMed:10469659, ECO:0000269|PubMed:16823961}; Intermembrane side {ECO:0000269|PubMed:10397776, ECO:0000269|PubMed:10469659}. Mitochondrion intermembrane space {ECO:0000269|PubMed:22984289}. Note=Import into inner membrane protein requires TIM5 function.
P81451	reviewed	ATP19_YEAST	ATP synthase subunit K, mitochondrial	ATP19 YOL077W-A YOL078BW	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	68	SUBCELLULAR LOCATION: Mitochondrion inner membrane; Single-pass membrane protein.
P87284	reviewed	PMP3_YEAST	Plasma membrane proteolipid 3	PMP3 SNA1 YDR276C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	55	SUBCELLULAR LOCATION: Cell membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.
P89114	reviewed	SAE3_YEAST	Pachytene arrest protein SAE3 (Sporulation in the absence of SPO11 protein 3)	SAE3 YHR079C-A	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	91	SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:15579681, ECO:0000269|PubMed:15620352, ECO:0000269|PubMed:16341884}. Note=Localizes at chromosomal foci at leptotene and zigotene.
Q00453	reviewed	RGM1_YEAST	Probable transcription repressor protein RGM1	RGM1 YMR182C YM8010.12C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	211	SUBCELLULAR LOCATION: Nucleus.
Q00723	reviewed	PRP38_YEAST	Pre-mRNA-splicing factor 38 (Pre-mRNA-processing factor 38)	PRP38 YGR075C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	242	SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:14562095}.
Q00873	reviewed	CYT2_YEAST	Holocytochrome-c1 synthase (EC 4.4.1.17) (Cytochrome c1 heme lyase) (CC1HL)	CYT2 YKL087C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	224	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000269|PubMed:1499554}. Note=Partially exposed to the intermembrane space. {ECO:0000305|PubMed:1499554}.
Q01163	reviewed	RT23_YEAST	37S ribosomal protein S23, mitochondrial (DAP-3) (Mitochondrial small ribosomal subunit protein mS29)	RSM23 YGL129C G2856	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	450	SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:11278769, ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:14576278}. Note=Mitoribosomes are tethered to the mitochondrial inner membrane and spatially aligned with the membrane insertion machinery through two distinct membrane contact sites, formed by the 21S rRNA expansion segment 96-ES1 and the inner membrane protein MBA1. {ECO:0000269|PubMed:25609543}.
Q01802	reviewed	AATM_YEAST	Aspartate aminotransferase, mitochondrial (EC 2.6.1.1) (Transaminase A)	AAT1 YKL106W YKL461	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	451	SUBCELLULAR LOCATION: Mitochondrion matrix {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:14576278}.
Q01846	reviewed	MDM1_YEAST	Structural protein MDM1 (Mitochondrial distribution and morphology protein 1)	MDM1 YML104C YM8339.15C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1127	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:1378448}.
Q01976	reviewed	ADPP_YEAST	ADP-ribose pyrophosphatase (EC 3.6.1.13) (ADP-ribose diphosphatase) (ADP-ribose phosphohydrolase) (Adenosine diphosphoribose pyrophosphatase) (ADPR-PPase)	YSA1 YBR111C YBR0907	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	231	
Q02196	reviewed	KAPS_YEAST	Adenylyl-sulfate kinase (EC 2.7.1.25) (ATP adenosine-5'-phosphosulfate 3'-phosphotransferase) (Adenosine-5'-phosphosulfate kinase) (APS kinase)	MET14 YKL001C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	202	
Q02197	reviewed	NAA35_YEAST	N-alpha-acetyltransferase 35, NatC auxiliary subunit (Glucose repressible protein MAK10) (L-A virus GAG protein N-acetyltransferase subunit MAK10) (Maintenance of killer protein 10) (N-terminal acetyltransferase C complex subunit MAK10) (NatC complex subunit MAK10)	MAK10 NAA35 YEL053C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	733	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:14562095}.
Q02204	reviewed	RM13_YEAST	54S ribosomal protein L13, mitochondrial (Mitochondrial large ribosomal subunit protein mL50) (YmL13)	MRPL13 YKR006C YK105	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	264	SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:14576278}. Note=Mitoribosomes are tethered to the mitochondrial inner membrane and spatially aligned with the membrane insertion machinery through two distinct membrane contact sites, formed by the 21S rRNA expansion segment 96-ES1 and the inner membrane protein MBA1. {ECO:0000269|PubMed:25609543}.
Q02208	reviewed	TOF2_YEAST	Topoisomerase 1-associated factor 2	TOF2 YKR010C YK109	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	771	SUBCELLULAR LOCATION: Nucleus {ECO:0000305}.
Q02516	reviewed	HAP5_YEAST	Transcriptional activator HAP5	HAP5 YOR358W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	242	SUBCELLULAR LOCATION: Nucleus.
Q02648	reviewed	TRM44_YEAST	tRNA (uracil-O(2)-)-methyltransferase (EC 2.1.1.211) (tRNA(Ser) (uridine(44)-2'-O)-methyltransferase) (tRNA Um(44) 2'-O-methyltransferase)	TRM44 YPL030W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	567	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:14562095}.
Q02721	reviewed	TO6BL_YEAST	Meiotic recombination protein REC102	REC102 YLR329W L8543.17	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	264	SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:11805049, ECO:0000269|PubMed:15044957}. Note=Associates with chromatin during prophase. Recruitment to chromatin depends on REC104, SPO11 and SKI8.
Q02753	reviewed	RL21A_YEAST	60S ribosomal protein L21-A (Large ribosomal subunit protein eL21-A)	RPL21A URP1 YBR191W YBR1401	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	160	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:22096102}.
Q02770	reviewed	CWC27_YEAST	Peptidyl-prolyl isomerase CWC27 (PPIase CWC27) (EC 5.2.1.8) (Complexed with CEF1 protein 27) (Rotamase CWC27)	CWC27 CYP7 YPL064C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	301	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:14562095}. Nucleus {ECO:0000269|PubMed:14562095}.
Q02825	reviewed	SEN54_YEAST	tRNA-splicing endonuclease subunit SEN54 (Splicing endonuclease of 54 kDa) (tRNA-intron endonuclease SEN54)	SEN54 YPL083C LPF3C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	467	SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:12925762}. Endomembrane system {ECO:0000269|PubMed:12925762}; Peripheral membrane protein {ECO:0000269|PubMed:12925762}. Mitochondrion outer membrane {ECO:0000269|PubMed:12925762, ECO:0000269|PubMed:16823961}; Peripheral membrane protein {ECO:0000269|PubMed:12925762, ECO:0000269|PubMed:16823961}; Cytoplasmic side {ECO:0000269|PubMed:12925762, ECO:0000269|PubMed:16823961}. Note=The tRNA splicing endonuclease complex is predominantly associated with the outer membrane of mitochondria, suggesting that tRNA splicing mainly takes place on the mitochondrial surface.
Q02866	reviewed	MUK1_YEAST	Protein MUK1	MUK1 YPL070W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	612	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:14562095}.
Q02875	reviewed	SYH1_YEAST	SMY2 homolog 2	SYH1 YPL105C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	849	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:14562095}.
Q02883	reviewed	FMP30_YEAST	N-acyl-phosphatidylethanolamine-hydrolyzing phospholipase D, mitochondrial (NAPE-PLD) (NAPE-hydrolyzing phospholipase D) (EC 3.1.4.54) (Found in mitochondrial proteome protein 30)	FMP30 YPL103C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	468	SUBCELLULAR LOCATION: Mitochondrion membrane {ECO:0000305}; Single-pass membrane protein {ECO:0000305}.
Q02891	reviewed	MCFS1_YEAST	Medium-chain fatty acid ethyl ester synthase/esterase 1 (Alcohol O-acetyltransferase) (EC 2.3.1.84, EC 3.1.1.-) (Ethyl ester biosynthesis protein 1)	EEB1 YPL095C LPG13C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	456	
Q02932	reviewed	KA120_YEAST	Importin beta-like protein KAP120 (Karyopherin-120)	KAP120 YPL125W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1032	SUBCELLULAR LOCATION: Cytoplasm. Nucleus.
Q02969	reviewed	PEX25_YEAST	Peroxisomal membrane protein PEX25 (Peroxin-25)	PEX25 YPL112C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	394	SUBCELLULAR LOCATION: Peroxisome membrane {ECO:0000269|PubMed:12135984, ECO:0000269|PubMed:14517338, ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:15596542}; Single-pass membrane protein {ECO:0000269|PubMed:12135984, ECO:0000269|PubMed:14517338, ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:15596542}.
Q02979	reviewed	GDE1_YEAST	Glycerophosphocholine phosphodiesterase GDE1 (EC 3.1.4.2) (Glycerophosphodiester phosphodiesterase GDE1)	GDE1 YPL110C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1223	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:14562095}.
Q02983	reviewed	RRN5_YEAST	RNA polymerase I-specific transcription initiation factor RRN5	RRN5 YLR141W L3165 L9606.3	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	363	SUBCELLULAR LOCATION: Nucleus, nucleolus {ECO:0000269|PubMed:14562095}.
Q03002	reviewed	FRK1_YEAST	Fatty acyl-CoA synthetase and RNA processing-associated kinase 1 (EC 2.7.11.1)	FRK1 YPL141C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	865	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:14562095}.
Q03016	reviewed	GIP3_YEAST	GLC7-interacting protein 3	GIP3 YPL137C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1276	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:14562095}. Endoplasmic reticulum {ECO:0000269|PubMed:14562095}.
Q03028	reviewed	ODC1_YEAST	Mitochondrial 2-oxodicarboxylate carrier 1	ODC1 YPL134C LPI11C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	310	SUBCELLULAR LOCATION: Mitochondrion inner membrane; Multi-pass membrane protein.
Q03088	reviewed	SVL3_YEAST	Styryl dye vacuolar localization protein 3	SVL3 YPL032C P7102.17	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	825	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:14562095}. Bud {ECO:0000269|PubMed:14562095}. Bud neck {ECO:0000269|PubMed:14562095}. Cytoplasm, cell cortex {ECO:0000269|PubMed:14562095}. Note=And found in the cell periphery.
Q03099	reviewed	YMN3_YEAST	Y' element ATP-dependent helicase YML133C (EC 3.6.4.12)	YML133C YM4987.01C YM4987.02C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1374	
Q03151	reviewed	MTG1_YEAST	Mitochondrial GTPase 1	MTG1 YMR097C YM6543.04C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	367	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000269|PubMed:12808030, ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:16823961}; Peripheral membrane protein {ECO:0000269|PubMed:12808030, ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:16823961}.
Q03161	reviewed	YMY9_YEAST	Glucose-6-phosphate 1-epimerase (EC 5.1.3.15) (D-hexose-6-phosphate mutarotase)	YMR099C YM6543.06C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	297	
Q03201	reviewed	RT10_YEAST	37S ribosomal protein S10, mitochondrial (Mitochondrial small ribosomal subunit protein uS10m)	RSM10 YDR041W YD6888.03	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	203	SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:11278769, ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:14576278}. Note=Mitoribosomes are tethered to the mitochondrial inner membrane and spatially aligned with the membrane insertion machinery through two distinct membrane contact sites, formed by the 21S rRNA expansion segment 96-ES1 and the inner membrane protein MBA1. {ECO:0000269|PubMed:25609543}.
Q03212	reviewed	EAR1_YEAST	Protein EAR1 (Endosomal adapter of RSP5)	EAR1 YMR171C YM8010.01C YM8520.20C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	550	SUBCELLULAR LOCATION: Endosome membrane {ECO:0000305}; Single-pass type II membrane protein {ECO:0000305}. Vacuole membrane {ECO:0000305}; Single-pass type II membrane protein {ECO:0000305}.
Q03214	reviewed	ECM5_YEAST	Protein ECM5 (Extracellular matrix protein 5)	ECM5 YMR176W YM8010.06	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1411	SUBCELLULAR LOCATION: Nucleus {ECO:0000255|PROSITE-ProRule:PRU00355, ECO:0000255|PROSITE-ProRule:PRU00537, ECO:0000269|PubMed:14562095}.
Q03220	reviewed	CTL1_YEAST	Polynucleotide 5'-triphosphatase (EC 3.1.3.33) (mRNA 5'-triphosphatase) (TPase)	CTL1 YMR180C YM8010.10C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	320	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:10219091}. Nucleus {ECO:0000269|PubMed:10219091}.
Q03246	reviewed	RT17_YEAST	37S ribosomal protein S17, mitochondrial (Mitochondrial small ribosomal subunit protein uS17m)	MRPS17 YMR188C YM8010.18C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	237	SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:14576278, ECO:0000269|PubMed:15543521}. Note=Mitoribosomes are tethered to the mitochondrial inner membrane and spatially aligned with the membrane insertion machinery through two distinct membrane contact sites, formed by the 21S rRNA expansion segment 96-ES1 and the inner membrane protein MBA1. {ECO:0000269|PubMed:25609543}.
Q03254	reviewed	FCP1_YEAST	RNA polymerase II subunit A C-terminal domain phosphatase (EC 3.1.3.16) (CTD phosphatase FCP1)	FCP1 YMR277W YM8021.03	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	732	SUBCELLULAR LOCATION: Nucleus.
Q03264	reviewed	NGL2_YEAST	RNA exonuclease NGL2 (EC 3.1.-.-) (Carbon catabolite repressor protein 4 homolog)	NGL2 YMR285C YM8021.11C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	515	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000305}. Nucleus {ECO:0000305}.
Q03281	reviewed	HEH2_YEAST	Inner nuclear membrane protein HEH2 (Helix-extension-helix domain-containing protein 2)	HEH2 YDR458C D8035.2	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	663	SUBCELLULAR LOCATION: Nucleus inner membrane {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:16929305}; Single-pass membrane protein {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:16929305}. Note=Targeting to the inner nuclear membrane requires the SRP1 and KAP95 karyopherins and the Ran cycle.
Q03289	reviewed	PFA5_YEAST	Palmitoyltransferase PFA5 (EC 2.3.1.225) (Protein fatty acyltransferase 5)	PFA5 YDR459C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	374	SUBCELLULAR LOCATION: Membrane; Multi-pass membrane protein.
Q03306	reviewed	PKH3_YEAST	Serine/threonine-protein kinase PKH3 (EC 2.7.11.1) (Pkb-activating kinase homolog 3)	PKH3 YDR466W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	898	
Q03370	reviewed	PEX29_YEAST	Peroxisomal membrane protein PEX29 (Peroxin-29)	PEX29 YDR479C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	554	SUBCELLULAR LOCATION: Peroxisome membrane {ECO:0000269|PubMed:12707309}; Multi-pass membrane protein {ECO:0000269|PubMed:12707309}.
Q03375	reviewed	CWC21_YEAST	Pre-mRNA-splicing factor CWC21 (Complexed with CEF1 protein 21)	CWC21 YDR482C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	135	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:14562095}. Nucleus {ECO:0000269|PubMed:14562095}.
Q03429	reviewed	MZM1_YEAST	Mitochondrial zinc maintenance protein 1, mitochondrial (Altered inheritance of mitochondria protein 8) (Found in mitochondrial proteome protein 36)	MZM1 AIM8 FMP36 YDR493W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	123	SUBCELLULAR LOCATION: Mitochondrion matrix {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:14576278, ECO:0000269|PubMed:20404342, ECO:0000269|PubMed:21807901}.
Q03430	reviewed	RSM28_YEAST	37S ribosomal protein RSM28, mitochondrial (Mitochondrial small ribosomal subunit protein mS46)	RSM28 YDR494W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	361	SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:15701796, ECO:0000269|PubMed:16823961}. Note=Mitoribosomes are tethered to the mitochondrial inner membrane and spatially aligned with the membrane insertion machinery through two distinct membrane contact sites, formed by the 21S rRNA expansion segment 96-ES1 and the inner membrane protein MBA1. {ECO:0000269|PubMed:25609543}.
Q03530	reviewed	RCE1_YEAST	CAAX prenyl protease 2 (EC 3.4.-.-) (Prenyl protein-specific endoprotease 2) (PPSEP 2) (Ras and A-factor-converting enzyme) (RACE)	RCE1 YMR274C YM8156.16C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	315	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:9736709}; Multi-pass membrane protein {ECO:0000269|PubMed:9736709}.
Q03579	reviewed	LIP1_YEAST	Ceramide synthase subunit LIP1 (LAG1/LAC1-interacting protein 1)	LIP1 YMR298W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	150	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:15692566}; Single-pass type II membrane protein {ECO:0000269|PubMed:15692566}.
Q03694	reviewed	INP1_YEAST	Inheritance of peroxisomes protein 1	INP1 YMR204C YM8325.05C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	420	SUBCELLULAR LOCATION: Peroxisome membrane {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:15928207}; Peripheral membrane protein {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:15928207}.
Q03707	reviewed	SRC1_YEAST	Inner nuclear membrane protein SRC1 (Helix-extension-helix domain-containing protein 1)	SRC1 HEH1 YML034W YML033W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	834	SUBCELLULAR LOCATION: Nucleus inner membrane {ECO:0000269|PubMed:16929305}; Multi-pass membrane protein {ECO:0000269|PubMed:16929305}. Note=Targeting to the inner nuclear membrane requires the SRP1 and KAP95 karyopherins and the Ran cycle.
Q03718	reviewed	NSE5_YEAST	Non-structural maintenance of chromosome element 5 (Non-SMC element 5)	NSE5 YML023C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	556	SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:14690591}. Chromosome {ECO:0000250|UniProtKB:O94668}.
Q03735	reviewed	NAB6_YEAST	RNA-binding protein NAB6 (Nucleic acid-binding protein 6)	NAB6 YML117W YM8339.02	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1134	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:14562095}.
Q03764	reviewed	EKI1_YEAST	Ethanolamine kinase (EK) (EC 2.7.1.82)	EKI1 YDR147W YD8358.04	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	534	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:14562095}.
Q03770	reviewed	SSY1_YEAST	SPS-sensor component SSY1 (Amino-acid permease homolog SSY1)	SSY1 APF7 SHR10 YDR160W YD8358.14	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	852	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:10409731, ECO:0000269|PubMed:11154269}; Multi-pass membrane protein {ECO:0000269|PubMed:10409731, ECO:0000269|PubMed:11154269}.
Q03772	reviewed	CWC15_YEAST	Pre-mRNA-splicing factor CWC15 (Complexed with CEF1 protein 15)	CWC15 YDR163W YD8358.17	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	175	SUBCELLULAR LOCATION: Nucleus {ECO:0000305}.
Q03792	reviewed	RIM13_YEAST	Calpain-like protease 1 (EC 3.4.22.-) (Calpain-7) (Cysteine protease RIM13) (Regulator of IME2 protein 13)	RIM13 CPL1 YMR154C YM8520.03C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	727	
Q03796	reviewed	TPP1_YEAST	Polynucleotide 3'-phosphatase (EC 3.1.3.32) (2'(3')-polynucleotidase) (DNA 3'-phosphatase) (Three prime phosphatase)	TPP1 YMR156C YM8520.05C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	238	SUBCELLULAR LOCATION: Nucleus {ECO:0000305}.
Q03824	reviewed	INP2_YEAST	Inheritance of peroxisomes protein 2	INP2 YMR163C YM8520.12C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	705	SUBCELLULAR LOCATION: Peroxisome membrane {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:16678774}; Single-pass membrane protein {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:16678774}.
Q03825	reviewed	MSS11_YEAST	Transcription activator MSS11 (Multicopy suppressor of STA genes protein 11)	MSS11 YMR164C YM8520.13C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	758	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:14562095}. Nucleus {ECO:0000269|PubMed:14562095}.
Q03829	reviewed	MME1_YEAST	Mitochondrial magnesium exporter 1	MME1 YMR166C YM8520.15C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	368	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000269|PubMed:25585246}; Multi-pass membrane protein {ECO:0000255}.
Q03860	reviewed	TVP15_YEAST	Golgi apparatus membrane protein TVP15 (TLG2 compartment vesicle protein 15) (TLG2-vesicle protein of 15 kDa)	TVP15 YDR100W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	143	SUBCELLULAR LOCATION: Golgi apparatus membrane {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:16107716, ECO:0000269|PubMed:17178117}; Multi-pass membrane protein {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:16107716, ECO:0000269|PubMed:17178117}.
Q03919	reviewed	RUB1_YEAST	NEDD8-like protein RUB1 (Related to ubiquitin protein 1) (Ubiquitin-like protein RUB1)	RUB1 YDR139C YD9302.15C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	77	
Q03935	reviewed	YAP6_YEAST	AP-1-like transcription factor YAP6	YAP6 HAL7 YDR259C YD9320A.09C YD9320A.10C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	383	SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:11179441}.
Q03937	reviewed	HED1_YEAST	Meiosis-specific protein HED1 (RED1 suppressor protein 1)	HED1 YDR014W-A YD9335.01	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	162	SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:16818607}. Chromosome {ECO:0000269|PubMed:16818607}. Note=Localizes as foci on meiotic chromosomes.
Q03956	reviewed	RAV2_YEAST	Regulator of V-ATPase in vacuolar membrane protein 2	RAV2 YDR202C YD9346.12C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	351	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000305}. Early endosome membrane {ECO:0000305}; Peripheral membrane protein {ECO:0000305}; Cytoplasmic side {ECO:0000305}. Note=May be membrane-associated and localize to early endosomes via its interaction with RAV1.
Q03976	reviewed	RT24_YEAST	37S ribosomal protein S24, mitochondrial (Mitochondrial ribosomal small subunit protein 24) (Mitochondrial small ribosomal subunit protein mS35)	RSM24 YDR175C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	319	SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:11278769, ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:14576278}. Note=Mitoribosomes are tethered to the mitochondrial inner membrane and spatially aligned with the membrane insertion machinery through two distinct membrane contact sites, formed by the 21S rRNA expansion segment 96-ES1 and the inner membrane protein MBA1. {ECO:0000269|PubMed:25609543}.
Q03981	reviewed	CSN9_YEAST	COP9 signalosome complex subunit 9	CSN9 YDR179C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	162	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000305|PubMed:14562095}. Nucleus {ECO:0000305|PubMed:14562095}.
Q04004	reviewed	PLP1_YEAST	Phosducin-like protein 1	PLP1 YDR183W YD9395.17	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	230	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:14562095}.
