Entry	Entry Name	Gene Names	Subcellular location [CC]
Q06096	COG4_YEAST	COG4 SEC38 SGF1 YPR105C P8283.16	SUBCELLULAR LOCATION: Golgi apparatus membrane {ECO:0000250|UniProtKB:Q9H9E3}; Peripheral membrane protein {ECO:0000250|UniProtKB:Q9H9E3}; Cytoplasmic side {ECO:0000250|UniProtKB:Q9H9E3}.
Q06102	YTH1_YEAST	YTH1 YPR107C	SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:12819204, ECO:0000269|PubMed:14562095}.
Q06106	MRD1_YEAST	MRD1 YPR112C	SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:11884397}.
Q06132	SGD1_YEAST	SGD1 YLR336C	SUBCELLULAR LOCATION: Nucleus, nucleolus {ECO:0000269|PubMed:11042259, ECO:0000269|PubMed:14562095}.
Q06135	GAS2_YEAST	GAS2 YLR343W L8300.5	SUBCELLULAR LOCATION: Cell membrane {ECO:0000250}; Lipid-anchor, GPI-anchor {ECO:0000250}.
Q06142	IMB1_YEAST	KAP95 YLR347C L8300.15	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:10684247, ECO:0000269|PubMed:9321403}. Nucleus {ECO:0000269|PubMed:9321403}. Nucleus, nuclear pore complex {ECO:0000269|PubMed:10684247}.
Q06143	DIC1_YEAST	DIC1 YLR348C	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000269|PubMed:10027973, ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:14576278}; Multi-pass membrane protein {ECO:0000269|PubMed:10027973, ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:14576278}.
Q06144	ORM2_YEAST	ORM2 YLR350W	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:20182505}; Multi-pass membrane protein {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:20182505}.
Q06147	LCB5_YEAST	LCB5 YLR260W	SUBCELLULAR LOCATION: Golgi apparatus membrane {ECO:0000269|PubMed:12493772}; Peripheral membrane protein {ECO:0000269|PubMed:12493772}.
Q06148	NEJ1_YEAST	NEJ1 LIF2 YLR265C	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:14562095}. Nucleus membrane {ECO:0000269|PubMed:14562095}; Multi-pass membrane protein {ECO:0000269|PubMed:14562095}.
Q06151	DCPS_YEAST	DCS1 YLR270W	SUBCELLULAR LOCATION: Cytoplasm. Cytoplasm, perinuclear region. Cytoplasm, P-body. Note=Predominantly cytoplasmic.
Q06156	CND1_YEAST	YCS4 LOC7 YLR272C L8479.14	SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:11854418}. Chromosome {ECO:0000269|PubMed:11854418}. Note=Nuclear throughout the cell cycle. During mitosis, most of the condensin complex is associated with the chromatin. At the onset of prophase, condensin associates with chromosome arms and to chromosome condensation. At anaphase, it is enriched at rDNA. Dissociation from chromosomes is observed in late telophase.
Q06159	ATG39_YEAST	ATG39 YLR312C	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:26040717}; Single-pass membrane protein {ECO:0000255}. Preautophagosomal structure membrane {ECO:0000269|PubMed:26040717}; Single-pass membrane protein {ECO:0000255}.
Q06160	SPH1_YEAST	SPH1 YLR313C	SUBCELLULAR LOCATION: Bud tip. Bud neck. Cytoplasm, cytoskeleton. Note=Sites of polarized growth as bud tip, bud neck and mating projection. Hub1 is necessary for the proper location to mating projections after pheromone alpha treatment.
Q06163	TERT_YEAST	EST2 YLR318W L8543.12	SUBCELLULAR LOCATION: Nucleus. Chromosome, telomere.
Q06164	MMS22_YEAST	MMS22 SLM2 YLR320W	SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:15718301}. Note=Nuclear punctate foci structures.
Q06168	SFH1_YEAST	SFH1 YLR321C L8543.4	SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:12697820}. Note=Localizes to centromeric and flanking chromatin. Association with these loci is dependent on STH1.
Q06178	NMA1_YEAST	NMA1 YLR328W L8543.16	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:14562095}. Nucleus {ECO:0000269|PubMed:14562095}.
Q06205	FKBP4_YEAST	FPR4 YLR449W L9324.3	SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:14981505, ECO:0000269|PubMed:9371805}.
Q06211	MMS1_YEAST	MMS1 KIM3 RTT108 SLM6 YPR164W	SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:21593207}. Note=Enriched on chromatin at sites where replication forks have stalled.
Q06213	MED10_YEAST	NUT2 MED10 YPR168W P9325.2	SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:14562095}.
Q06217	SMD2_YEAST	SMD2 YLR275W L9328.5	SUBCELLULAR LOCATION: Nucleus {ECO:0000250|UniProtKB:P62316}. Cytoplasm, cytosol {ECO:0000250|UniProtKB:P62316}.
Q06218	DBP9_YEAST	DBP9 YLR276C L9328.3	SUBCELLULAR LOCATION: Nucleus, nucleolus {ECO:0000269|PubMed:11565753}.
Q06224	YSH1_YEAST	YSH1 BRR5 YLR277C	SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:12819204, ECO:0000269|PubMed:14562095}.
Q06236	SHH4_YEAST	SHH4 YLR164W	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000269|PubMed:10637294, ECO:0000269|PubMed:22152483}; Multi-pass membrane protein {ECO:0000255}.
Q06263	VTA1_YEAST	VTA1 YLR181C	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:14701806}. Endosome membrane {ECO:0000269|PubMed:14562095}; Peripheral membrane protein {ECO:0000269|PubMed:14701806}.
Q06266	TOS4_YEAST	TOS4 YLR183C L94705.22	SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:15282802}.
Q06287	NEP1_YEAST	EMG1 NEP1 YLR186W L9470.5	SUBCELLULAR LOCATION: Nucleus, nucleolus {ECO:0000269|PubMed:11694595, ECO:0000269|PubMed:15590835, ECO:0000269|PubMed:20972225}.
Q06321	ATG26_YEAST	ATG26 UGT51 YLR189C	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:14562095}. Membrane {ECO:0000269|PubMed:14562095}; Peripheral membrane protein {ECO:0000269|PubMed:14562095}.
Q06324	MMR1_YEAST	MMR1 YLR190W	SUBCELLULAR LOCATION: Bud tip. Bud neck. Mitochondrion outer membrane; Peripheral membrane protein.
Q06337	EAF1_YEAST	EAF1 VID21 YDR359C	SUBCELLULAR LOCATION: Nucleus {ECO:0000305}.
Q06339	TFC6_YEAST	TFC6 YDR362C	SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:14562095}.
Q06340	ESC2_YEAST	ESC2 YDR363W	SUBCELLULAR LOCATION: Cytoplasm. Nucleus.
Q06344	ESF1_YEAST	ESF1 YDR365C	SUBCELLULAR LOCATION: Nucleus, nucleolus {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:14690591}.
Q06346	KEI1_YEAST	KEI1 YDR367W	SUBCELLULAR LOCATION: Golgi apparatus membrane {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:19726565}; Multi-pass membrane protein {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:19726565}.
Q06385	VPS74_YEAST	VPS74 YDR372C D9481.15	SUBCELLULAR LOCATION: Golgi apparatus, Golgi stack membrane {ECO:0000269|PubMed:18410729, ECO:0000269|PubMed:19837035, ECO:0000269|PubMed:20026658}; Peripheral membrane protein {ECO:0000269|PubMed:18410729, ECO:0000269|PubMed:19837035, ECO:0000269|PubMed:20026658}; Cytoplasmic side {ECO:0000269|PubMed:18410729, ECO:0000269|PubMed:19837035, ECO:0000269|PubMed:20026658}. Note=Phosphatidylinositol 4-phosphate-binding and oligomerization participate in the recruitment onto Golgi membranes.
Q06389	NCS1_YEAST	FRQ1 NCS1 YDR373W D9481.6	SUBCELLULAR LOCATION: Bud membrane {ECO:0000269|PubMed:11015193}; Peripheral membrane protein {ECO:0000269|PubMed:11015193}. Note=Buds and bud scars.
Q06390	MRB1_YEAST	PHO92 MRB1 YDR374C	
Q06406	LSM6_YEAST	LSM6 YDR378C D9481.18	SUBCELLULAR LOCATION: Cytoplasm. Nucleus, nucleolus. Note=LSM1 and LSM8 act competitively with respect to the localization of LSM1-LSM7 to the cytoplasm and LSM2-LSM8 to the nucleus. LSm proteins shift to the cytoplasm under conditions of stress.
Q06408	ARO10_YEAST	ARO10 YDR380W D9481.3	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:14562095}.
Q06409	DCK1_YEAST	DCK1 YLR422W	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:14562095}. Mitochondrion {ECO:0000269|PubMed:25598154}. Note=Quickly relocates to mitochondria under oxidative stress. {ECO:0000269|PubMed:25598154}.
Q06410	ATG17_YEAST	ATG17 APG17 YLR423C	SUBCELLULAR LOCATION: Cytoplasm. Preautophagosomal structure membrane; Peripheral membrane protein.
Q06411	SP382_YEAST	SPP382 CCF8 NTR1 YLR424W	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:14562095}. Nucleus {ECO:0000269|PubMed:14562095}.
Q06440	CORO_YEAST	CRN1 YLR429W L9576.2	
Q06449	PIN3_YEAST	PIN3 LSB2 YPR154W	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:14562095}. Nucleus {ECO:0000269|PubMed:14562095}. Cytoplasm, cytoskeleton, actin patch {ECO:0000269|PubMed:21777813}. Note=When overexpressed, localizes to punctate structures which are reminiscent of cortical actin patches (PubMed:21777813). Transiently colocalizes with SUP35 aggregates during prionogenesis (PubMed:21777813). {ECO:0000269|PubMed:21777813}.
Q06488	RSC2_YEAST	RSC2 YLR357W L9638.1	SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:12697820}. Note=Localizes to centromeric and flanking chromatin. Association with these loci is dependent on STH1.
Q06493	YLH47_YEAST	YLH47 MRS7 YPR125W	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:15138253, ECO:0000269|PubMed:16476776, ECO:0000269|PubMed:16823961}; Single-pass membrane protein {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:15138253, ECO:0000269|PubMed:16476776, ECO:0000269|PubMed:16823961}.
Q06504	NAT3_YEAST	NAT3 YPR131C	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:14562095}.
Q06505	IWS1_YEAST	SPN1 IWS1 YPR133C	SUBCELLULAR LOCATION: Nucleus {ECO:0000255|PROSITE-ProRule:PRU00649, ECO:0000269|PubMed:14562095}.
Q06506	RRP9_YEAST	RRP9 YPR137W	SUBCELLULAR LOCATION: Nucleus, nucleolus {ECO:0000269|PubMed:14562095}.
Q06508	LOA1_YEAST	LOA1 VPS66 YPR139C	SUBCELLULAR LOCATION: Lipid droplet {ECO:0000269|PubMed:21820081, ECO:0000269|PubMed:22090344}. Endoplasmic reticulum membrane {ECO:0000305|PubMed:22090344}; Single-pass membrane protein {ECO:0000255}. Note=Lipid droplets consist of a surface phospholipid monolayer and a hydrophobic interior. The latter makes embedding of proteins containing transmembrane segments difficult, and these may instead adopt a hairpin or monotonic conformation when associated with lipid droplet membranes. Always localizes to lipid droplets, irrespective of whether cells are grown on glucose or oleate. {ECO:0000269|PubMed:21820081}.
Q06510	TAZ_YEAST	TAZ1 YPR140W	SUBCELLULAR LOCATION: Mitochondrion outer membrane {ECO:0000269|PubMed:15588229, ECO:0000269|PubMed:16135531, ECO:0000269|PubMed:16880272, ECO:0000269|PubMed:24078306}; Peripheral membrane protein {ECO:0000269|PubMed:16880272}; Intermembrane side {ECO:0000269|PubMed:16135531, ECO:0000269|PubMed:16880272}. Mitochondrion inner membrane {ECO:0000269|PubMed:16880272, ECO:0000269|PubMed:24078306}; Peripheral membrane protein {ECO:0000269|PubMed:16880272}; Intermembrane side {ECO:0000269|PubMed:16880272}. Note=Imported into mitochondria by the TOM complex and is first imported into the mitochondrion outer membrane in a TIM9-TIM10-dependent manner followed by insertion into the mitochondrion inner membrane. {ECO:0000269|PubMed:24078306}.
Q06512	NOC4_YEAST	NOC4 UTP19 YPR144C	SUBCELLULAR LOCATION: Nucleus, nucleolus {ECO:0000269|PubMed:12446671, ECO:0000269|PubMed:15590835, ECO:0000269|PubMed:16159874}.
Q06522	YP147_YEAST	YPR147C	SUBCELLULAR LOCATION: Lipid droplet {ECO:0000269|PubMed:24868093}. Membrane {ECO:0000255}; Peripheral membrane protein {ECO:0000255}.
Q06541	ARV1_YEAST	ARV1 YLR242C	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:12145310}; Multi-pass membrane protein {ECO:0000269|PubMed:12145310}. Golgi apparatus membrane {ECO:0000269|PubMed:12145310}; Multi-pass membrane protein {ECO:0000269|PubMed:12145310}.
Q06549	CDD_YEAST	CDD1 YLR245C L9672.13	
Q06551	ERFB_YEAST	ERF2 YLR246W	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:10490616, ECO:0000269|PubMed:12379641}; Multi-pass membrane protein {ECO:0000269|PubMed:10490616, ECO:0000269|PubMed:12379641}.
Q06554	IRC20_YEAST	IRC20 YLR247C	SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:14562095}.
Q06580	MLC2_YEAST	MLC2 YPR188C P9677.10	SUBCELLULAR LOCATION: Bud neck {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:15210731}. Note=Forms a ring at the bud neck in a MYO1-dependent manner.
Q06592	HPA2_YEAST	HPA2 YPR193C P9677.12	
Q06593	OPT2_YEAST	OPT2 YPR194C P9677.13	SUBCELLULAR LOCATION: Membrane; Multi-pass membrane protein.
Q06596	ARR1_YEAST	ARR1 ACR1 YAP8 YPR199C P9677.15	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:15147884}. Nucleus {ECO:0000269|PubMed:15147884, ECO:0000269|PubMed:31772124}. Note=Predominantly localized in the cytoplasm under non-stress conditions and redistributed into the nucleus after HOG1 phosphorylation in the presence of arsenic (PubMed:15147884, PubMed:31772124). The major karyopherinse CRM1 mediates nuclear export which is also regulated by arsenic stress (PubMed:15147884). {ECO:0000269|PubMed:15147884, ECO:0000269|PubMed:31772124}.
Q06598	ARR3_YEAST	ARR3 ACR3 YPR201W P9677.2	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:20655873, ECO:0000269|PubMed:21447319, ECO:0000269|PubMed:24291645, ECO:0000269|PubMed:26123064, ECO:0000305|PubMed:9374482}; Multi-pass membrane protein {ECO:0000255, ECO:0000305|PubMed:9374482}.
Q06604	BSP1_YEAST	BSP1 YPR171W	SUBCELLULAR LOCATION: Cell membrane; Peripheral membrane protein. Cytoplasm, cytoskeleton, actin patch. Note=Peripheral membrane protein in a PtdIns(4)P and PtdIns(4,5)P2 manner.
Q06623	HDA3_YEAST	HDA3 PLO1 YPR179C	SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:14562095}.
Q06625	GDE_YEAST	GDB1 YPR184W	SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:14562095}. Cytoplasm {ECO:0000269|PubMed:14562095}.
Q06628	ATG13_YEAST	ATG13 APG13 YPR185W	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:14562095}. Preautophagosomal structure {ECO:0000269|PubMed:17295840, ECO:0000269|PubMed:21468027}.
Q06629	HDA2_YEAST	HDA2 PLO2 YDR295C	SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:14562095}.
Q06630	MHR1_YEAST	MHR1 XTC1 YDR296W	SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:12034822}. Mitochondrion {ECO:0000269|PubMed:12034822, ECO:0000269|PubMed:12198175, ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:14576278}. Note=Mitoribosomes are tethered to the mitochondrial inner membrane and spatially aligned with the membrane insertion machinery through two distinct membrane contact sites, formed by the 21S rRNA expansion segment 96-ES1 and the inner membrane protein MBA1. {ECO:0000269|PubMed:25609543}.
Q06631	BFR2_YEAST	BFR2 YDR299W	SUBCELLULAR LOCATION: Nucleus, nucleolus {ECO:0000269|PubMed:14562095}.
Q06632	CFT1_YEAST	CFT1 YHH1 YDR301W	SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:12819204, ECO:0000269|PubMed:14562095}.
Q06639	RSC3_YEAST	RSC3 YDR303C D9740.13	SUBCELLULAR LOCATION: Nucleus {ECO:0000255|PROSITE-ProRule:PRU00227, ECO:0000269|PubMed:12697820}. Note=Localizes to centromeric and flanking chromatin. Association with these loci is dependent on STH1.
Q06648	GIC2_YEAST	GIC2 YDR309C D9740.18	SUBCELLULAR LOCATION: Bud neck {ECO:0000250}. Bud tip {ECO:0000250}. Cytoplasm, cell cortex {ECO:0000250}. Cytoplasm, cytoskeleton {ECO:0000250}.
Q06651	PIB1_YEAST	PIB1 YDR313C	SUBCELLULAR LOCATION: Endosome membrane; Peripheral membrane protein. Vacuole membrane; Peripheral membrane protein.
Q06671	ATG23_YEAST	ATG23 CVT23 YLR431C	SUBCELLULAR LOCATION: Cytoplasm. Preautophagosomal structure membrane; Peripheral membrane protein. Membrane; Peripheral membrane protein. Note=Found in pre-autophagosomal structure and other punctate structures. Correct localization of ATG23 to the membranes is strictly dependent of ATG9. Cycling through the pre-autophagosomal structure and correct location to other punctate structures is ATG1- and ATG13-dependent.
Q06675	CENPO_YEAST	MCM21 CTF5 YDR318W	SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:29046335}. Chromosome, centromere, kinetochore {ECO:0000269|PubMed:29046335}.
Q06676	YFT2_YEAST	YFT2 FIT2A YDR319C	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000255|HAMAP-Rule:MF_03232, ECO:0000269|PubMed:26504167, ECO:0000269|PubMed:29526591}; Multi-pass membrane protein {ECO:0000255|HAMAP-Rule:MF_03232}. Vacuole {ECO:0000269|PubMed:29417057}. Note=Enriched at sites of lipid droplet (LD) biogenesis. {ECO:0000269|PubMed:29526591}.
Q06677	SWA2_YEAST	SWA2 AUX1 BUD24 YDR320C D9798.10	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:11084334}. Endoplasmic reticulum membrane {ECO:0000269|PubMed:11084334}; Peripheral membrane protein {ECO:0000269|PubMed:11084334}.
Q06679	UTP4_YEAST	UTP4 YDR324C	SUBCELLULAR LOCATION: Nucleus, nucleolus {ECO:0000269|PubMed:12068309}.
Q06680	CND3_YEAST	YCG1 YCS5 YDR325W	SUBCELLULAR LOCATION: Nucleus. Cytoplasm. Chromosome. Note=In interphase cells, the majority of the condensin complex is found in the cytoplasm, while a minority of the complex is associated with chromatin. A subpopulation of the complex however remains associated with chromosome foci in interphase cells. During mitosis, most of the condensin complex is associated with the chromatin. At the onset of prophase, condensin associates with chromosome arms and to chromosome condensation. Dissociation from chromosomes is observed in late telophase.
Q06681	YSP2_YEAST	YSP2 LAM2 LTC4 YDR326C	SUBCELLULAR LOCATION: Mitochondrion membrane {ECO:0000269|PubMed:16962064}; Single-pass membrane protein {ECO:0000255}. Endoplasmic reticulum membrane {ECO:0000269|PubMed:26001273}; Single-pass membrane protein {ECO:0000255}. Note=Localizes to puncta in the cell periphery representing cortical endoplasmic reticulum (cER)-plasma membrane (PM) membrane contact sites. {ECO:0000269|PubMed:26001273}.
Q06685	VIP1_YEAST	VIP1 YLR410W	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:14562095}. Cytoplasm, cytoskeleton {ECO:0000269|PubMed:14562095}.
Q06696	VPS36_YEAST	VPS36 GRD12 VAC3 VPL11 YLR417W	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:12194858}. Endosome membrane {ECO:0000269|PubMed:12194858}; Peripheral membrane protein {ECO:0000269|PubMed:12194858}.
Q06697	CDC73_YEAST	CDC73 YLR418C	SUBCELLULAR LOCATION: Nucleus, nucleoplasm {ECO:0000269|PubMed:15643076, ECO:0000269|PubMed:9032243}.
Q06703	CDA2_YEAST	CDA2 YLR308W L2142.1	SUBCELLULAR LOCATION: Prospore {ECO:0000305|PubMed:9133736}.
Q06704	IMH1_YEAST	IMH1 SYS3 YLR309C	SUBCELLULAR LOCATION: Cytoplasm. Golgi apparatus membrane; Peripheral membrane protein. Note=IMH1 is recruited to the Golgi apparatus by ARL1.
Q06705	CSR1_YEAST	CSR1 SFH2 YLR380W	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:12869188}. Microsome {ECO:0000269|PubMed:12869188}. Endosome {ECO:0000269|PubMed:10848624}.
Q06706	ELP1_YEAST	IKI3 ELP1 TOT1 YLR384C L3502.7	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:15780940, ECO:0000269|PubMed:24750273}. Nucleus {ECO:0000269|PubMed:10024884, ECO:0000269|PubMed:24750273}. Note=Predominantly cytoplasmic. {ECO:0000269|PubMed:24750273}.
Q06708	VAC14_YEAST	VAC14 SVP2 YLR386W L3502.1	SUBCELLULAR LOCATION: Vacuole membrane {ECO:0000269|PubMed:11889142, ECO:0000269|PubMed:14528018, ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:18653468, ECO:0000269|PubMed:19037259}; Peripheral membrane protein {ECO:0000269|PubMed:11889142, ECO:0000269|PubMed:14528018, ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:18653468, ECO:0000269|PubMed:19037259}. Note=Limiting membrane of the vacuole. Localization requires FAB1 and FIG4.
Q06810	OPY2_YEAST	OPY2 YPR075C	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:16543225}; Single-pass membrane protein {ECO:0000269|PubMed:16543225}. Vacuole membrane {ECO:0000269|PubMed:16543225}; Single-pass membrane protein {ECO:0000269|PubMed:16543225}.
Q06817	SYG2_YEAST	GRS2 YPR081C	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:14562095}.
Q06833	NVJ2_YEAST	NVJ2 YPR091C	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:14562095}; Single-pass type II membrane protein {ECO:0000305}. Nucleus membrane {ECO:0000269|PubMed:22250200}; Single-pass type II membrane protein {ECO:0000305}. Note=Enriched at the nucleus-vacuole junction where it becomes increasingly concentrated as cells enter into the late-logarithmic growth phase (PubMed:22250200). During endoplasmic reticulum (ER) stress, localizes to ER-Golgi contacts (PubMed:28011845). {ECO:0000269|PubMed:22250200, ECO:0000269|PubMed:28011845}.
Q06836	SYT1_YEAST	SYT1 YPR095C P9513.17	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:15023338}.
Q07084	SSK1_YEAST	SSK1 YLR006C	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:14665464}.
Q07163	TY1AB_YEASX	TY1B POL TYB1	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:9448008}. Nucleus {ECO:0000269|PubMed:9448008}.
Q07350	PRP11_YEAST	PRP11 PRP10 RNA11 YDL043C D2711	SUBCELLULAR LOCATION: Nucleus {ECO:0000250}.
Q07381	TSR1_YEAST	TSR1 YDL060W	SUBCELLULAR LOCATION: Cytoplasm. Nucleus, nucleolus.
Q07418	PEX19_YEAST	PEX19 PAS12 YDL065C D2528	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:16009135, ECO:0000269|PubMed:9418908}. Peroxisome membrane {ECO:0000269|PubMed:16009135}; Lipid-anchor {ECO:0000305}; Cytoplasmic side {ECO:0000305}. Endoplasmic reticulum membrane {ECO:0000269|PubMed:16009135}. Note=Predominantly cytoplasmic (PubMed:9418908). Concentrates in a PEX3-dependent manner to defined foci on the endoplasmic reticulum membrane, which then bud off to form newly sythesized peroxisomes (PubMed:16009135). {ECO:0000269|PubMed:16009135, ECO:0000269|PubMed:9418908}.
Q07442	BDF2_YEAST	BDF2 YDL070W	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:14562095}. Nucleus {ECO:0000269|PubMed:14562095}.
Q07457	BRE1_YEAST	BRE1 YDL074C	SUBCELLULAR LOCATION: Nucleus {ECO:0000305|PubMed:14562095}.
Q07468	VAM6_YEAST	VAM6 CVT4 VPL18 VPL22 VPS39 YDL077C	SUBCELLULAR LOCATION: Vacuole membrane {ECO:0000305}; Peripheral membrane protein {ECO:0000305}.
Q07471	THI3_YEAST	THI3 KID1 YDL080C	SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:14562095}.
Q07478	SUB2_YEAST	SUB2 YDL084W	SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:14562095}.
Q07508	LUC7_YEAST	LUC7 EPE1 EXM2 YDL087C	SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:14562095}.
Q07528	ATG20_YEAST	ATG20 CVT20 SNX42 YDL113C	SUBCELLULAR LOCATION: Endosome membrane; Peripheral membrane protein. Preautophagosomal structure membrane; Peripheral membrane protein.
Q07532	IWR1_YEAST	IWR1 YDL115C	SUBCELLULAR LOCATION: Cytoplasm. Nucleus. Note=Shuttles between the nucleus and cytoplasm.
Q07533	CYK3_YEAST	CYK3 YDL117W	SUBCELLULAR LOCATION: Cytoplasm. Bud neck. Note=Found in association with the actin ring and the cortex at the mother-bud neck.
Q07534	S2538_YEAST	HEM25 YDL119C	SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:16823961, ECO:0000269|PubMed:27476175}. Mitochondrion inner membrane {ECO:0000255|HAMAP-Rule:MF_03064, ECO:0000305|PubMed:10930523, ECO:0000305|PubMed:27476175}; Multi-pass membrane protein {ECO:0000255|HAMAP-Rule:MF_03064, ECO:0000305|PubMed:10930523}.
Q07540	FRDA_YEAST	YFH1 YDL120W	SUBCELLULAR LOCATION: Mitochondrion matrix {ECO:0000269|PubMed:9180083, ECO:0000269|PubMed:9988680}.
Q07551	KAR_YEAST	YDL124W D2240	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:14562095}. Nucleus {ECO:0000269|PubMed:14562095}.
Q07560	CRD1_YEAST	CRD1 CLS1 YDL142C	SUBCELLULAR LOCATION: Mitochondrion inner membrane; Multi-pass membrane protein.
Q07648	DTD_YEAST	DTD1 YDL219W	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000305|PubMed:10766779}.
Q07657	SHS1_YEAST	SHS1 SEP7 YDL225W	SUBCELLULAR LOCATION: Membrane {ECO:0000250}; Peripheral membrane protein {ECO:0000250}. Bud neck {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:9790978}. Note=Present at the bud neck during cell division. Probably interacts with phosphoinosides such as phosphatidylinositol 4-phosphate or phosphatidylinositol 5-phosphate (By similarity). {ECO:0000250}.
Q07688	YPD1_YEAST	YPD1 YDL235C D0790	SUBCELLULAR LOCATION: Cytoplasm. Nucleus. Note=Localizes constitutively to the cytoplasm and the nucleus, independent on osmotic conditions and phosphorylation status of the protein.
Q07732	ADY3_YEAST	ADY3 YDL239C	SUBCELLULAR LOCATION: Prospore membrane. Cytoplasm, cytoskeleton, microtubule organizing center, spindle pole body. Note=Localizes to the leading edge, which cover the ring-shape opening of the PSMs during meiosis II. Colocalizes with DON1 to dots in the cytoplasm and at the SPB. Its localization to the PSMs but not to the SPBs depends on SSP1.
